headline,category
Government in talks with Election Commission to overhaul poll laws: Law minister Kiren Rijiju,politics
"Shashi Tharoor highlights need for 'renewed, reinvigorated' Congress to take on BJP",politics
"Congress releases guidelines for presidential poll, party office-bearers cannot campaign for candidates",politics
Seven assembly bypolls in six states on November 3: Election Commission,politics
"Himachal Pradesh: BJP deploys top guns, Congress remains tied up with 'internal issues'",politics
"Need to analyse Rajasthan MLAs’ anger over new CM buzz, says Ashok Gehlot",politics
Entered Congress president poll race to strengthen party: Mallikarjun Kharge,politics
"Open to public debate between Congress prez poll candidates, will evoke people's interest in party: Shashi Tharoor",politics
Tharoor vs Kharge: Differences among Kerala leaders on Congress prez poll,politics
4 reasons why Mallikarjun Kharge may pip Shashi Tharoor at Congress president’s post,politics
UP BJP team to camp in poll-bound Gujarat,politics
Maya hits out at Centre over PFI ban,politics
Congress leader Siddaramaiah warns BJP against obstructing Bharat Jodo Yatra as it enters Karnataka,politics
"Congress should stand for change, not surprised establishment backing Kharge: Tharoor",politics
Gandhi family stressed they aren't backing anyone 'directly nor indirectly' in Congress presidential poll race: Shashi Tharoor,politics
"Congress president poll: Shashi Tharoor, Digvijaya Singh to file nominations",politics
"Rahul Gandhi leaves meeting in between, goes for jogging: Himanta Biswa Sarma",politics
G-23 leaders meet in Delhi as Congress presidential poll race heats up,politics
Will Ashok Gehlot lose Rajasthan CM’s post?,politics
"Rajasthan CM Gehlot leaves for Delhi, to meet Congress leadership",politics
"Rajasthan political crisis: How BJP, Congress CMs reacted on getting replaced",politics
'Log saath aate gaye aur karvaan banta gaya': Shashi Tharoor ahead of filing nomination for Congress top post,politics
"Despite unfavourable poll results, it has been proved only SP can defeat BJP in UP: Akhilesh Yadav",politics
"Rajasthan political crisis: Not away from you, CM Ashok Gehlot assures MLAs who call on him",politics
Maya can join opposition alliance if she’s made PM candidate: BSP spokesperson,politics
Congress MP Rahul Gandhi to visit Gudalur in Tamil Nadu on September 29,politics
RSS at forefront of plans to cause riots in Kerala; Centre should disclose its debts: CPI(M) response to Nadda's remarks,politics
"Rajasthan Congress crisis: Afraid false news being reported, Sachin Pilot on reports about him saying 'Ashok Gehlot shouldn't remain CM'",politics
JD(U) takes out processions across Bihar to caution people against BJP 'conspiracy',politics
Shashi Tharoor to file nomination for post of Congress president on September 30,politics
How Rajasthan political crisis robs Congress of claims about Bharat Jodo Yatra,politics
Jaipur rebellion puts question mark on Ashok Gehlot running for Congress chief's post,politics
Congress president election: Is Rajasthan going the Punjab way?,politics
"Amid Rajasthan crisis, Kamal Nath called to Delhi; likely to meet Sonia Gandhi: Sources",politics
Ghulam Nabi Azad launches Democratic Azad Party in Jammu and Kashmir,politics
Rajasthan crisis: Central leaders to persuade Congress MLAs to hold one-to-one meeting,politics
"Lalu, Nitish meet Sonia; say focus on uniting opposition parties to defeat BJP",politics
"Bihar chief minister Nitish, RJD supremo Lalu meet Congress president Sonia",politics
Time has come for everyone to work towards ensuring change of govt in 2024: Pawar,politics
"Need of hour is one front of all opposition parties including Congress, Left: Nitish Kumar at INLD rally",politics
"Regional heavyweights Pawar, Nitish among opposition leaders to attend INLD rally",politics
"Dislodging Modi regime inevitable to save democracy, says Yechury",politics
Abhishek Manu Singhvi asks Congress leaders to refrain from commenting on AICC president candidates,politics
Bihar CM Nitish Kumar backstabbed BJP to pursue his PM ambitions: Amit Shah in Purnia,politics
"Congress president election is sham, alleges BJP",politics
"PFI calls for strike and Congress halts 'padyatra', alleges BJP's Kapil Mishra",politics
Rahul stationed at container camp in Kerala's Chalakudy on Bharat Jodo Yatra rest day: Ramesh,politics
News,politics
News,politics
Amit Shah to address first mega rally in Bihar today after JD(U) snapped ties with BJP,politics
"Will run for post of Congress chief; no one from Gandhi family to contest polls, says Ashok Gehlot",politics
"Bihar CM Nitish Kumar, ally Lalu Prasad to meet Congress leader Sonia Gandhi in Delhi on Sept 25",politics
Those who keep trying get victory one day: Smriti Irani in Amethi,politics
Congress's central election authority issues notification for AICC president polls,politics
Mamata ready to bury differences with Congress to form anti-BJP front in 2024 polls: Sharad Pawar,politics
Mamata ready to bury differences with Congress to form anti-BJP front in 2024 polls: Pawar,politics
Filing cases and arresting opposition leaders seems Centre's flagship project: Pawar,politics
Will abide by wishes of Congress people: Ashok Gehlot on party presidential poll,politics
5 reasons why Ashok Gehlot has edge over Shashi Tharoor in Congress president's election,politics
"Don't want anything for myself, just keen on uniting opposition parties: Bihar CM Nitish Kumar",politics
Show of strength? Ashok Gehlot calls meeting of Rajasthan Congress MLAs amid buzz of contesting for party chief's post,politics
"CM Yogi Adityanath, SP chief Akhilesh Yadav trade charges in UP assembly",politics
Cong prez polls: Kerala leaders not happy with Shashi Tharoor's move to contest,politics
Will restore old pension scheme if elected to power in Gujarat: Rahul Gandhi,politics
PM Modi should apologise for 'degenerate' attack on Rahul: Congress after  Tamil Nadu BJP leader's comment,politics
Explained: Why majority governments are holding floor tests,politics
"Now, Congress units in Tamil Nadu, Maharashtra and Bihar too want Rahul as party chief",politics
"Pathological liar vs slave: No-holds-barred brawl between BJP, Congress over cheetahs",politics
BJP rattled by response to Bharat Jodo Yatra: Congress,politics
"Amarinder Singh set to join BJP, meets Nadda",politics
"Keep BJP out of power to safeguard Constitution, says Sitaram Yechury",politics
"Tejashwi Yadav had threatened CBI, Nityanand Rai: Bihar BJP chief",politics
Youth Congress observes PM Modi's birthday as 'unemployment day',politics
Rahul Gandhi kick starts 10th day of Bharat Jodo Yatra,politics
Former Punjab CM Amarinder Singh to join BJP next week,politics
"With Rahul Gandhi busy in Bharat Jodo Yatra, has Congress given a walkover in Gujarat assembly election?",politics
"Ashok Gehlot targets BJP over Goa development, alleges unparallelled 'horse trading model'",politics
Special status for 'all backward states' if united opposition comes to power at Centre: Bihar CM Nitish,politics
Bharat Jodo Yatra started to break govt's silence on inflation: Congress,politics
Why JD(U)’s post on Rahul Gandhi's grandfather Feroze Gandhi is unique,politics
Bharat Jodo Yatra: Rahul Gandhi resumes padyatra from Kerala's Navayikkulam,politics
"Blisters will not stop us, we will unite India: Rahul Gandhi",politics
How parties are united on statehood for J&K but divided on Article 370,politics
Strong Congress important pillar of Opposition unity: Jairam Ramesh,politics
Explained: Is KCR BJP’s big national challenger?,politics
Model bylaws ready to make agricultural credit societies multipurpose: Union minister Amit Shah,politics
Those intending to file papers for party president’s election can see electoral college list: Congress,politics
Amit Shah arrives in Gehlot's home turf Jodhpur for BJP meeting,politics
BJP attacks Rahul over meeting Tamil pastor held last year for 'hate speech'; Congress says ruling party desperate,politics
Why Queen Elizabeth II's handshake with PM Narendra Modi was unique,politics
"Eye on 2024 polls, Telangana CM KCR may launch national party in October",politics
Bharat Jodo Yatra is for undoing damages done by BJP & RSS: Rahul Gandhi,politics
Congress presidential poll: Rahul Gandhi keeps suspense on with cryptic answers,politics
"Congress election: In joint letter, 5 MPs demand electoral rolls be provided to electors, potential candidates",politics
TMC initiates t-shirt fashion ahead of Durga Puja to attack BJP's Amit Shah,politics
"Mamata Banerjee names Nitish Kumar, Hemant Soren, Akhilesh Yadav as 2024 poll allies",politics
"Bihar's political developments state specific only, won't affect national politics: Prashant Kishor",politics
Opposition will unite to oust BJP from power in 2024: Mamata Banerjee,politics
"Congress will emerge in aggressive avatar with Bharat Jodo Yatra, will not be taken for granted: Jairam Ramesh",politics
News,politics
News,politics
"Bharat Jodo Yatra: Congress’s talisman, mockery for BJP",politics
"BJP Rath Yatra was for 'satta', Cong Bharat Jodo is for 'satya': Kanhaiya Kumar",politics
"Nitish Kumar, Mamata Banerjee, Akhilesh Yadav to star in mega opposition Haryana rally",politics
BJP brainstorms for 144 ‘difficult’ seats,politics
Why BJP wants Rahul Gandhi as Congress president,politics
"300 units of power free, LPG at Rs 500: Rahul Gandhi in Gujarat",politics
Real plot to isolate us is coming to fore: Shiv Sena leader Aaditya Thackeray,politics
"Betrayer Uddhav mustn't go unpunished, says Union home minister Amit Shah",politics
Jharkhand CM Hemant Soren wins trust vote 48-0 amid BJP walkout,politics
"Bharat Jodo Yatra is no Mann Ki Baat, objective is to convey people's concerns to Delhi: Congress",politics
"Congress makes corruption allegations against Assam CM and his wife, seeks CBI probe",politics
Bihar political upheaval unlikely to have nationwide impact: Prashant Kishor,politics
"Ahead of Gujarat polls, Rahul Gandhi promises farm loan waiver, LPG cylinder at Rs 500",politics
'Gujarat won't allow Patkar entry': Shah amid buzz of AAP plans,politics
Kerala: CPM makes Covid hero Shailaja reject Magsaysay award,politics
"Rahul's speech 'immature, full of hate & anger': BJP",politics
Congress showcases Gandhi scion at rally,politics
UP move to bypass HC order on quotas,politics
Congress leader Rahul Gandhi attacks government for ‘bigotry & cronyism’,politics
"Ghulam Nabi Azad's 3-pointer: J&K statehood, land and job rights, return of Kashmiri Pandits",politics
Ghulam Nabi Azad spells out agenda of his new party; restoration of J&K's statehood top priority,politics
"'Modi government has 2 brothers - unemployment and inflation', says Congress",politics
Nitish: BJP will be reduced to 50 LS seats in 2024,politics
BJP has now netted 93 MLAs from NE parties,politics
Lotus will bloom in Kerala soon: Union home minister Amit Shah,politics
Tribals are no more safe in Jharkhand: BJP,politics
Soren government in Jharkhand to seek trust vote on Monday to dispel 'uncertainty',politics
Dynasty politics by Congress caused great loss to country: Prakash Javadekar,politics
Arvind Kejriwal biggest U-turn leader in India: BJP MP Tejasvi Surya,politics
"BJP may play tricks, JD(U) on track to become national party: Lalan Singh on Manipur defections",politics
Senior CPI(ML) leader Kavita Krishnan cut ties with party over 'troubling political' issues,politics
Bid to hit polls: Congress on electoral rolls demand,politics
"Jharkhand governor in Delhi, JMM cries foul",politics
"Rahul Gandhi may relent, take part in poll for Congress chief's post",politics
"In a jolt to Nitish Kumar's national ambition, 5 of 6 JD(U) MLAs in Manipur join ruling BJP",politics
'When people are moved from here to there': Nitish Kumar responds to PM Modi's charge of political polarisation to save the corrupt,politics
No alliance with Samajwadi Party ever in future: Shivpal Yadav,politics
Nitish Kumar plays down talks about national role but posters tell a different story,politics
Jharkhand: Soren government nod to charter plane for Rs 2 crore to transport VIPs,politics
PM Modi: Action against corrupt polarising national politics,politics
"MLAs not for sale, says Delhi CM Kejriwal as he sweeps trust vote",politics
BJP: AAP biggest U-turn party in human history,politics
"Not everyone in RSS is bad, says West Bengal CM Mamata Banerjee; draws criticism",politics
Jharkhand governor will clear air on CM Soren’s status in 4 days: JMM,politics
Opposition on the backfoot over action against corruption: PM Modi,politics
Employment rate among youth at 5-year low: Varun Gandhi,politics
Ghulam Nabi Azad’s 3 events clash with Congress’s programmes: Coincidence or design?,politics
"Demoted, 'tainted' Bihar minister Kartik Kumar quits",politics
Congress at war: Party rejects call to publish rolls for president polls,politics
Congress president’s election mired in controversy as leaders question voters’ list,politics
News,politics
News,politics
Will tell you in 3 weeks if I'll contest Congress polls: Shashi Tharoor,politics
5 ways in which Ghulam Nabi Azad may harm Congress,politics
"Now, Nitin Gadkari's 'use-and-throw' remark stirs talk of barb at BJP",politics
Ghulam Nabi Azad tasked to slander Congress: Jairam Ramesh,politics
"Congress holds pressers in 22 cities, slams Centre over rising prices",politics
Was forced to leave my home: Ghulam Nabi Azad after quitting Congress,politics
Himanta Biswa Sarma reminds Arvind Kejriwal of Delhi's London makeover promise,politics
‘Crack’ seems to have appeared between India & Congress: Tewari,politics
Sachin Pilot slams Azad for ‘targeted personal vilification’ of Rahul Gandhi,politics
We will force Rahul Gandhi to be party chief again: Kharge,politics
"As governor stays mum, Jharkhand CM Hemant Soren takes his MLAs on a picnic",politics
Jharkhand crisis: Ruling coalition MLAs return to Ranchi after 'picnic' as Hemant Soren's political fate hangs in balance,politics
Being reduced to PCC panel member last straw: Azad camp,politics
"In 17 years, 8 parties got Rs 15,000 crore from unknown donors: ADR",politics
"Betrayal, cries Dikshit as G23’s senior-most quits Congress",politics
"Ghulam Nabi Azad’s exit proves Congress is a family firm, says BJP",politics
"Azad of Congress ties, Ghulam Nabi may float own outfit",politics
Congress sees Modi’s hand behind Ghulam Nabi Azad’s resignation,politics
Governor sits on Election Commission verdict in case against Jharkhand CM Hemant Soren,politics
Congress doomed beyond redemption: Amarinder Singh,politics
Will fight till last drop of blood: Hemant Soren,politics
Ghulam Nabi Azad's step of resigning has been one of 'Congress todo' instead of 'jodo': Digvijaya Singh,politics
Ashok Gehlot takes a dig at Ghulam Nabi Azad: 'His identity in country is because of Congress',politics
"National parties collected Rs 15,077 crore from unknown sources between 2004-05 and 2020-21: ADR",politics
"Azad forced to resign, Congress now sunken ship: J&K BJP chief",politics
Why Ghulam Nabi Azad didn’t join BJP after having quit Congress,politics
"Content of Azad's letter not factual, timing awful: Congress",politics
Congress may defer poll as Rahul and Gehlot not keen on top job,politics
Jharkhand in turmoil amid speculation of CM Hemant Soren being disqualified as MLA by EC,politics
Hemant Soren will remain Jharkhand chief minister for full term till 2024: JMM,politics
"BJP leaders in Delhi don't understand spirit of Bihar, intimidation won't work: Tejashwi Yadav",politics
CWC to meet on August 28 amid buzz of Ashok Gehlot getting top job,politics
"MLAs being offered Rs 20 crore: AAP; name the approachers, says BJP",politics
‘Nitin Gadkari dropped from BJP parliamentary board after RSS brass nod’,politics
Several schemes of PM Modi fall in 'revdi culture' category: Ashok Gehlot,politics
BJP-led central govt does ‘little except publicity': Nitish Kumar,politics
"TRS has conspired to trigger communal clashes to divert attention from allegations against KCR's family, claims Telangana BJP chief",politics
5 reasons why Ashok Gehlot as Congress president may help party,politics
"Jaiveer Shergill quits Congress, says sycophancy eating into party like 'termites'",politics
"BJP's 3 'jamai'- CBI, ED and IT department: Tejashwi Yadav on raids",politics
"Jaiveer Shergill quits Congress, says sycophancy eating into party like 'termites'",politics
"Outgoing Bihar speaker did not want a dalit to preside over House, says his deputy",politics
Sharad Pawar asks opposition parties to keep aside differences and unite against BJP; chides Congress for stand on AAP,politics
"Rahul Gandhi, other top leaders to attend Congress' September 4 mega-rally against price rise",politics
KCR worried at massive support BJP getting in Telangana: JP Nadda,politics
CBI raid on Manish Sisodia: Why Congress is being accused of double standards,politics
BJP foisting false cases on opposition leaders ahead of 2024 Lok Sabha polls: SP chief Akhilesh Yadav,politics
How AAP seeks to turn CBI raid on Manish Sisodia into Kejriwal vs Modi in 2024,politics
Speculation of joining Congress fake news: Shivpal Yadav,politics
Why no CM is in BJP’s new Parliamentary Board,politics
News,politics
News,politics
"Congress got a raw deal in Bihar, should have had at least 4 ministerial berths: Ghulam Nabi Azad",politics
Bihar developments will have zero impact on 2024 Lok Sabha polls in UP: Keshav Maurya,politics
"Govt flats to Rohingya refugees trigger row, home ministry clarifies",politics
"It’s a gimmick: Congress on PM Modi’s ‘Jai Jawan, Jai Kisan, Jai Vigyan, Jai Anusandhaan’ slogan",politics
"To salvage Shiv Sena after Eknath Shinde's rebellion, Aaditya Thackeray steps out of Mumbai",politics
"Rahul Gandhi reluctant to be at helm, Congress may advance internal polls",politics
"Had sought 4 central cabinet berths in 2019, BJP did not agree: Nitish Kumar",politics
Coming together of opposition parties in UP possible only if leaders show maturity: Shivpal Yadav,politics
How Nitish Kumar’s love-hate relationship with Narendra Modi impacted Bihar politics in last 20 years,politics
"PIL against freebies: Need to strike balance between 'economy losing money' and welfare measures, says Supreme Court",politics
"Sharad Pawar accuses BJP of finishing off regional allies, backs Nitish Kumar for snapping ties with saffron party",politics
"Sworn in as CM for eighth time, Nitish Kumar tells BJP to 'worry' about 2024 Lok Sabha polls",politics
"Pawar accuses BJP of finishing off regional allies, backs Nitish Kumar for snapping ties with saffron party",politics
"Maharashtra: BJP's Fadnavis may get Home, Vijaykumar Gavit Tribal Development portfolio",politics
Nitish was uncomfortable with BJP: Prashan Kishor,politics
"Tejashwi Yadav: Born with a silver spoon, earning his spurs",politics
Nitish Kumar: Running strong despite twists and turns,politics
JD(U) desertion poses big challenge for BJP in 2024,politics
Sushil Modi dismisses JD(U)'s allegations that BJP wanted to break party,politics
JD(U) betrayed Bihar: State BJP chief Sanjay Jaiswal,politics
Nitish Kumar dumps BJP in Bihar: Is midterm change of government a new norm in Indian politics?,politics
Nitish Kumar: Master of the art of changing governments,politics
"Cong, Left parties handover lists of MLAs to Tejashwi Yadav",politics
"Nitish Kumar disrespected people's mandate, says BJP's Ravishankar Prasad: Latest developments",politics
"Tale of two V-P farewells: PM Modi praised Venkaiah Naidu, mocked Hamid Ansari",politics
Will Bihar see Nitish-RJD 2.0 or go the Maharashtra way?,politics
Bihar: Is Nitish Kumar set for another U-turn?,politics
Rebel Shiv Sena MLAs were dancing as if they were in a bar in Goa says Aaditya Thackeray,politics
"With eye on 2024 polls, BJP plans to expand base among Yadavs, Pasmanda Muslims",politics
Modi is a weapon of mass deception and distraction: Congress media chief Jairam Ramesh,politics
"Wearing black clothes, Congress MPs stage protest in Parliament",politics
"Har Ghar Tiranga: RSS in crossfire over war of words between BJP, Congress",politics
Fresh attempts aimed at finishing off Shiv Sena: Uddhav,politics
"Internal fights plague BJP, Congress ahead of 2023 Karnataka assembly polls",politics
"Fearing coup, Jharkhand Congress plans big ministerial rejig",politics
"Har Ghar Tiranga: BJP’s allies, opposition skip changing social media DP to tricolour",politics
Pressure mounts on Mamata Banerjee to sack MoS education Paresh Adhikari in SSC scam,politics
"Rs 10 crore, ministerial berth offered to each MLA for toppling Jharkhand govt: Congress",politics
"Allocation of ministries for state Cabinet formation soon, says Maharashtra CM Eknath Shinde",politics
"Major Bengal cabinet, TMC organisational reshuffle in offing",politics
Swantantra Dev Singh quits as Uttar Pradesh BJP chief days after his junior minister complains to Yogi Adityanath,politics
"Day after BJP attack on Cong over 'Rashtrapatni' remark, TMC plans to raise women safety issue in Parliament",politics
91% of donations received by regional political parties in 2020-21 went to 5 entities: ADR,politics
"2 years of NEP: Macaulay's system was meant for making Indians slaves, says education minister Dharmendra Pradhan",politics
'Unbridled powers' to probe agencies promise devastating consequences for democracy: Congress,politics
"After skipping last year's virtual meet of Niti Aayog, Bengal CM Mamata to attend meeting this time in Delhi",politics
"Rahul slams PM over detention, suspension of MPs; poses 10 questions",politics
"Over 84,000 vacancies in CAPFs, to be filled up by December 2023: Home ministry",politics
Opposition parties start 'non-stop 50-hour dharna' in Parliament against suspension of MPs,politics
Showering of petals from choppers on kanwariyas in UP triggers war of words,politics
News,politics
News,politics
Over 1800 NGOs' FCRA licences cancelled in 3 yrs: Government,politics
How Mamata Banerjee changed her tune over support to Droupadi Murmu in the midst of presidential election,politics
Rajya Sabha functions for first time this monsoon session amid three adjournments,politics
Centre hiked petrol prices 78 times in 2021-22: AAP MP Raghav Chadha,politics
4 Cong MPs suspended from LS for entire session as Oppn continues to demand price rise debate,politics
RS proceedings adjourned twice amid opposition protest over price rise,politics
"Eknath Shinde-led Maharashtra government not on strong foundation, will collapse: Shiv Sena MP Sanjay Raut",politics
"WB SSC scam: Partha Chatterjee's arrest was expected, top TMC leaders involved, says BJP's Dilip Ghosh",politics
Missing items: AIADMK files complaint against OPS,politics
"Sena vs Sena: Election Commission asks Uddhav, Shinde factions to prove majority support in Shiv Sena by August 8",politics
'This isn't time for ego or anger': Oppn nominee Margaret Alva disappointed at TMC’s decision to skip vice-presidential polls,politics
'Traitors' plotted when ex-CM Uddhav Thackeray was unwell: Aaditya Thackeray,politics
BJP will be swept away from power at Centre by people's mandate in 2024: Mamata Banerjee,politics
BJP says AAP doing politics of falsehood on Agnipath,politics
No details on how finance ministry used MPLAD funds during Covid years,politics
Proceedings washed out for third day; Irani hits out at Rahul,politics
SC paves way for OBC quota in Maharashtra local body election,politics
SC to hear AAP petition against postponement of MCD polls,politics
5-judge bench may be needed to hear Maharashtra petitions: SC,politics
Odisha's Uparbeda all set to celebrate 'making of presidential history',politics
"Uttar Pradesh: Junior minister Dinesh Khatik offers to quit, sends resignation letter to  Amit Shah",politics
"'No GST on crematorium services': Parliament business suffers as BJP, Congress spar over tax hike",politics
"Rebel MPs not splitting Sena, BJP is: Aaditya",politics
347 people killed while cleaning sewers & septic tanks in 5 years,politics
"Government: Don't agree with press freedom index, methodology questionable",politics
"1.6 lakh gave up citizenship in 2021, highest in 7 years",politics
Speaker recognises Maharashtra CM Eknath Shinde's man as Shiv Sena leader in Lok Sabha,politics
It's fake: Modi govt shoots down opposition charge on caste criterion for Agnipath aspirants,politics
"President, V-P polls: Modi govt’s penchant for governors",politics
Not going to be scared of anyone: Opposition's vice-presidential nominee Alva,politics
"In presence of BJP, BJD, JD(U) ministers, NDA candidate Dhankhar files papers for V-P polls",politics
Presidential poll: Some Opposition members too vote for NDA nominee Murmu,politics
"President Election 2022: 99% turnout in presidential poll, result on July 21",politics
"12 of 19 Sena MPs back CM, to form new bloc?",politics
'Tribal' status for Himachal's Trans-Giri region on cards,politics
Shinde faction may show EC it's the real Shiv Sena today,politics
"As farewell gift, want cooperation for smooth running of Rajya Sabha: Chairman Naidu",politics
BJP amplifies VP nominee's humble farming background,politics
"Trinamool skips opposition meet, party chief Mamata to take call on VP nominee Alva on July 21",politics
"Vice President Election: BJD, AIADMK decide to go with Jagdeep Dhankhar",politics
Agnipath may set opposition on warpath in Parliament,politics
"On eve of presidential polls, NDA candidate Murmu says her nomination has excited 10 crore tribals",politics
Opposition pits former minister & governor Alva against NDA nominee Dhankhar,politics
Congress shifts five of its 11 Goa MLAs to Chennai ahead of Presidential polls,politics
Will quit politics if a single MLA loses polls: Maharashtra CM Eknath Shinde,politics
"SP-SBSP splitsville on the anvil, who’ll cut loose first?",politics
"Gujarat riots: Plot to frame Narendra Modi hatched at behest of Ahmed Patel, SIT tells court",politics
"Chidambaram says Nirmala Sitharaman should appoint chief economic astrologer, BJP calls it ‘obnoxious’ comment",politics
Donations to national parties plunged 41.49 pc in 2020-21 against previous yr: ADR,politics
BJP playing dirty politics over presidential election: TMC,politics
News,politics
News,politics
"Congress-BJP verbal duel over Droupadi Murmu’s tribal status turns ugly, apology demanded and legal action threatened",politics
"Congress leader says Droupadi Murmu represents 'evil philosophy of India'; BJP hits back, seeks apology",politics
"Jharkhand CM Hemant Soren warms up to PM Narendra Modi, sparks alignment buzz",politics
"Amid murmurs of further split in Shiv Sena, Uddhav Thackeray backs Droupadi Murmu",politics
Shiv Sena carries out 'Tiranga' rally demanding restoration of statehood to J&K,politics
"Angry lions: After national emblem cast, 'Lion Capital of Asoka' itself fuels row but Modi govt justifies",politics
"Raghav Chadha to head top Punjab panel, Opposition slams move",politics
AIADMK tweaks bylaw to keep Sasikala out of party fray,politics
"Congress moves to disqualify Digambar Kamat, Michael Lobo",politics
Sri Lanka: SJB's Sajith Premadasa nominated for interim presidency,politics
Opposition criticises PM Modi's unveiling of national emblem cast on new Parliament; BJP hits back,politics
A 'terrorist' has no right to comment on PM: BJP after TMC MLA's Sri Lanka Prez fate jibe at Modi,politics
"Kuldeep Bishnoi meets Amit Shah, Nadda, sparks buzz he may join BJP",politics
Shiv Sena and NCP both eyeing opposition leader’s post in Maharashtra council,politics
"Crisis hits Goa Congress, 6 of its 11 MLAs willing to join BJP",politics
Restore plaque declaring Sonia laid Atal Tunnel's foundation stone or we'll do it: Cong to HP govt,politics
"Congress, government spar on Twitter over tribal rights under new forest rules",politics
"Kejriwal, Mann to lead AAP's Tiranga Yatra in poll-bound Himachal's Palampur on Tuesday",politics
"Kuldeep Bishnoi meets Amit Shah, JP Nadda, sparks speculation he may join BJP",politics
BJP workers not sore over CM post: Devendra Fadnavis,politics
Eknath Shinde rejects Uddhav Thackeray's call for polls,politics
"BJP counters Congress' terror charge, lists Khalid, Batla...",politics
"Curious case of MLA Jignesh Mevani: Appointed Gujarat Congress working president, attracts disqualification",politics
Waiting for divorce from Akhilesh Yadav's SP: Om Prakash Rajbhar,politics
"Uddhav Thackeray demands mid-term polls in Maharashtra, says 'bow and arrow' will remain his party's symbol",politics
Will meet Nadda openly if I have to: Congress leader Anand Sharma,politics
"3 TMC workers shot, throats slit; party points fingers at BJP",politics
60 of 67 Shiv Sena ex-corporators from Thane side with Shinde,politics
Mahua Moitra could face action if she ignores party line: TMC sources,politics
How TMC MP Mahua Moitra has been rebuked by party twice in 6 months,politics
Supreme Court stays Madras HC order on AIADMK factional row,politics
"Bound by vote bank, Mamata keeps her President-poll pick away",politics
TMC’s Mahua Moitra booked for Kali remarks,politics
"Centre nominates PT Usha, Ilaiyaraaja, ‘Bahubali’ writer & Jain priest from south to Rajya Sabha",politics
Sharad Pawar reaches out to opposition leaders to bolster Yashwant Sinha's faltering presidential bid,politics
"Centre is trying to stop Eastern Rajasthan Canal Project, alleges CM Ashok Gehlot",politics
Jharkhand high court rejects Rahul Gandhi's petition for quashing defamation case,politics
"BJP denies nabbed LeT terrorist Talib Hussain was party member, terms it Pak conspiracy",politics
Uddhav Thackeray-led Shiv Sena will win over 100 seats if mid-term polls are held in Maharashtra: Sanjay Raut,politics
"An ED that promises to 'rule, not raid'",politics
"BJP, Congress clash on social media, call each other 'fake news peddlers'",politics
"Yes, it's an 'ED' govt - govt of Eknath-Devendra: Deputy CM Fadnavis",politics
BJP's opposition to TMC mere eyewash: CPM leader,politics
Punjab CM Bhagwant Mann to expand cabinet on Monday,politics
Maharashtra speaker election: Stage set for face-off between Uddhav Sena and Shinde Sena in assembly,politics
"By not welcoming PM Modi, KCR has insulted not individual but institution: BJP",politics
"Why Maharashtra did not fall to BJP in the same way as Karnataka, MP did",politics
BJP's former ally Akali Dal extends support to NDA's presidential candidate Droupadi Murmu,politics
Shiv Sena is where Thackerays are; new govt formed by BJP with group that split Sena: Sanjay Raut,politics
Devendra Fadnavis didn't seem happy accepting Dy CM's post but followed orders: Sharad Pawar,politics
News,politics
News,politics
New Maharashtra government will have first House session on July 2-3,politics
"For Shiv Sena to reclaim its clout, Uddhav Thackeray will have to hit the road",politics
"Maharashtra twist: BJP anoints Eknath Shinde CM, makes Devendra Fadnavis his deputy",politics
Maharashtra twist: Why BJP said no to CM and Devendra Fadnavis yes to deputy CM,politics
Eknath Shinde as Maharashtra CM: A BJP masterstroke to checkmate Uddhav Thackeray?,politics
"As Maharashtra goes Bihar way, how BJP looks to change power equations in both states",politics
No hindrance from our side to rebels if they tie up with BJP; Sena to play constructive oppn in new govt: Raut,politics
BJP set to move swiftly to form Maharashtra government,politics
"He left 52 legislators, quit official residence, but not ready to leave NCP chief: Rebel MLA on Uddhav",politics
"We have support of 50 MLAs, will pass floor test: Eknath Shinde",politics
"Jailed NCP leaders Malik, Deshmukh move SC for participation in Maharashtra floor test",politics
"Maharashtra governor asks Uddhav Thackeray-led govt to face floor test on Thursday, Sena moves SC against order",politics
SC to hear at 5pm Sena's plea challenging governor's direction to Thackeray govt to face floor test,politics
"Left parties demand Alt News co-founder Mohd Zubair's release, slam government for arresting journalists",politics
"No work for rebel Shiv Sena MLAs in Maharashtra, can rest in Guwahati: Sanjay Raut on SC order",politics
MP minister demands withdrawal of Teesta Setalvad's Padma award,politics
Presidential election: Yashwant Sinha gets a jolt from 8 opposition parties,politics
"Rajasthan: Sachin Pilot takes a dig at Ashok Gehlot, says Rahul Gandhi's praise shouldn't upset anyone",politics
"Maharashtra political crisis: No proposal from Eknath Shinde yet, will consider when it comes, says BJP",politics
Why did PM Vajpayee remind CM Modi to follow ‘rajdharma’? Congress’s Jairam Ramesh asks 8 questions on SC verdict,politics
Opposition candidate Yashwant Sinha files nomination for Presidential poll,politics
Presidential election: How Congress is losing pole position in opposition camp,politics
"BSP plays spoiler, dents SP in Uttar Pradesh’s poll arena yet again",politics
"Shiv Sena MPs back CM Uddhav Thackeray, but ask him to assess 2024 poll prospects",politics
"It can neither be called an election, nor a result, says an angry Azam Khan after SP's bypoll defeat",politics
Will demand opening of Pak borders for wheat trade: Simranjit Singh Mann after winning Sangrur bypoll,politics
"Rebel MLAs have monstrous ambitions, party doors shut for them, says Aaditya; asks them to contest polls again",politics
